Geography,fips_code,tract,TotalPop,Drove,Percent_Drove,Transit,Percent_Transit,Bike,Percent_Bike,Walk,Percent_Walk,WFH,Percent_WFH
"Census Tract 4339.02, Los Angeles County, California",6037433902,433902,1299,1189,91.53,27.00,2.08,4.00,0.31,31.00,2.39,41.00,3.16
"Census Tract 4340.01, Los Angeles County, California",6037434001,434001,1774,1617,91.15,41.00,2.31,0.00,0.00,54.00,3.04,62.00,3.49
"Census Tract 4340.03, Los Angeles County, California",6037434003,434003,1684,1518,90.14,46.00,2.73,8.00,0.48,82.00,4.87,30.00,1.78
"Census Tract 4340.04, Los Angeles County, California",6037434004,434004,1101,1007,91.46,22.00,2.00,10.00,0.91,8.00,0.73,54.00,4.90
"Census Tract 4600, Los Angeles County, California",6037460000,460000,1985,1815,91.44,63.00,3.17,21.00,1.06,9.00,0.45,77.00,3.88
"Census Tract 4601, Los Angeles County, California",6037460100,460100,2944,2408,81.79,59.00,2.00,20.00,0.68,84.00,2.85,331.00,11.24
"Census Tract 4602, Los Angeles County, California",6037460200,460200,3146,2816,89.51,71.00,2.26,45.00,1.43,32.00,1.02,151.00,4.80
"Census Tract 4603.01, Los Angeles County, California",6037460301,460301,2096,1775,84.69,46.00,2.19,25.00,1.19,79.00,3.77,153.00,7.30
"Census Tract 4603.02, Los Angeles County, California",6037460302,460302,2207,1841,83.42,63.00,2.85,75.00,3.40,12.00,0.54,125.00,5.66
"Census Tract 4604.01, Los Angeles County, California",6037460401,460401,511,455,89.04,20.00,3.91,0.00,0.00,0.00,0.00,30.00,5.87
"Census Tract 4605.01, Los Angeles County, California",6037460501,460501,2358,2171,92.07,9.00,0.38,0.00,0.00,39.00,1.65,121.00,5.13
"Census Tract 4605.02, Los Angeles County, California",6037460502,460502,2273,2058,90.54,35.00,1.54,7.00,0.31,18.00,0.79,136.00,5.98
"Census Tract 4606, Los Angeles County, California",6037460600,460600,2052,1811,88.26,8.00,0.39,11.00,0.54,0.00,0.00,206.00,10.04
"Census Tract 4607, Los Angeles County, California",6037460700,460700,2155,1827,84.78,30.00,1.39,25.00,1.16,9.00,0.42,190.00,8.82
"Census Tract 4608, Los Angeles County, California",6037460800,460800,1391,1174,84.40,47.00,3.38,0.00,0.00,11.00,0.79,159.00,11.43
"Census Tract 4609, Los Angeles County, California",6037460900,460900,3702,3038,82.06,306.00,8.27,25.00,0.68,39.00,1.05,152.00,4.11
"Census Tract 4610, Los Angeles County, California",6037461000,461000,3236,2726,84.24,225.00,6.95,37.00,1.14,77.00,2.38,84.00,2.60
"Census Tract 4611, Los Angeles County, California",6037461100,461100,2457,2179,88.69,160.00,6.51,0.00,0.00,22.00,0.90,51.00,2.08
"Census Tract 4612, Los Angeles County, California",6037461200,461200,2425,2159,89.03,48.00,1.98,0.00,0.00,9.00,0.37,200.00,8.25
"Census Tract 4613, Los Angeles County, California",6037461300,461300,3333,2880,86.41,115.00,3.45,26.00,0.78,8.00,0.24,192.00,5.76
"Census Tract 4614, Los Angeles County, California",6037461400,461400,1621,1321,81.49,74.00,4.57,0.00,0.00,96.00,5.92,121.00,7.46
"Census Tract 4615.01, Los Angeles County, California",6037461501,461501,2096,1676,79.96,181.00,8.64,22.00,1.05,24.00,1.15,93.00,4.44
"Census Tract 4615.02, Los Angeles County, California",6037461502,461502,2725,2046,75.08,133.00,4.88,53.00,1.94,123.00,4.51,245.00,8.99
"Census Tract 4616, Los Angeles County, California",6037461600,461600,2588,2023,78.17,196.00,7.57,29.00,1.12,95.00,3.67,164.00,6.34
"Census Tract 4617, Los Angeles County, California",6037461700,461700,728,586,80.49,11.00,1.51,0.00,0.00,0.00,0.00,124.00,17.03
"Census Tract 4619.01, Los Angeles County, California",6037461901,461901,2591,1798,69.39,323.00,12.47,171.00,6.60,217.00,8.38,31.00,1.20
"Census Tract 4619.02, Los Angeles County, California",6037461902,461902,901,583,64.71,64.00,7.10,12.00,1.33,143.00,15.87,85.00,9.43
"Census Tract 4620.01, Los Angeles County, California",6037462001,462001,1787,1299,72.69,209.00,11.70,29.00,1.62,59.00,3.30,111.00,6.21
"Census Tract 4620.02, Los Angeles County, California",6037462002,462002,1988,1386,69.72,249.00,12.53,55.00,2.77,136.00,6.84,46.00,2.31
"Census Tract 4621, Los Angeles County, California",6037462100,462100,2721,2186,80.34,140.00,5.15,49.00,1.80,78.00,2.87,195.00,7.17
"Census Tract 4622.01, Los Angeles County, California",6037462201,462201,1474,1027,69.67,218.00,14.79,36.00,2.44,79.00,5.36,101.00,6.85
"Census Tract 4622.02, Los Angeles County, California",6037462202,462202,1522,1085,71.29,116.00,7.62,24.00,1.58,230.00,15.11,67.00,4.40
"Census Tract 4623.01, Los Angeles County, California",6037462301,462301,2237,1821,81.40,161.00,7.20,80.00,3.58,89.00,3.98,53.00,2.37
"Census Tract 4623.02, Los Angeles County, California",6037462302,462302,2027,1497,73.85,60.00,2.96,72.00,3.55,184.00,9.08,205.00,10.11
"Census Tract 4624, Los Angeles County, California",6037462400,462400,2067,1724,83.41,87.00,4.21,31.00,1.50,71.00,3.43,124.00,6.00
"Census Tract 4625, Los Angeles County, California",6037462500,462500,3104,2689,86.63,74.00,2.38,16.00,0.52,15.00,0.48,261.00,8.41
"Census Tract 4626, Los Angeles County, California",6037462600,462600,1063,894,84.10,38.00,3.57,13.00,1.22,24.00,2.26,94.00,8.84
"Census Tract 4627, Los Angeles County, California",6037462700,462700,3107,2471,79.53,153.00,4.92,23.00,0.74,165.00,5.31,262.00,8.43
"Census Tract 4628, Los Angeles County, California",6037462800,462800,1385,1196,86.35,89.00,6.43,0.00,0.00,40.00,2.89,60.00,4.33
"Census Tract 4629, Los Angeles County, California",6037462900,462900,2069,1740,84.10,98.00,4.74,9.00,0.43,36.00,1.74,161.00,7.78
"Census Tract 4630, Los Angeles County, California",6037463000,463000,1106,953,86.17,33.00,2.98,6.00,0.54,4.00,0.36,104.00,9.40
"Census Tract 4631.01, Los Angeles County, California",6037463101,463101,1277,1134,88.80,77.00,6.03,14.00,1.10,0.00,0.00,35.00,2.74
"Census Tract 4631.02, Los Angeles County, California",6037463102,463102,1744,1566,89.79,89.00,5.10,13.00,0.75,48.00,2.75,23.00,1.32
"Census Tract 4632, Los Angeles County, California",6037463200,463200,1423,1121,78.78,150.00,10.54,13.00,0.91,63.00,4.43,66.00,4.64
"Census Tract 4633, Los Angeles County, California",6037463300,463300,1263,1038,82.19,65.00,5.15,43.00,3.40,12.00,0.95,101.00,8.00
"Census Tract 4634, Los Angeles County, California",6037463400,463400,3024,2618,86.57,126.00,4.17,29.00,0.96,63.00,2.08,188.00,6.22
"Census Tract 4635, Los Angeles County, California",6037463500,463500,3389,1615,47.65,216.00,6.37,155.00,4.57,1112.00,32.81,278.00,8.20
"Census Tract 4636.01, Los Angeles County, California",6037463601,463601,3738,2821,75.47,211.00,5.64,47.00,1.26,288.00,7.70,293.00,7.84
"Census Tract 4636.02, Los Angeles County, California",6037463602,463602,3365,2655,78.90,318.00,9.45,32.00,0.95,126.00,3.74,176.00,5.23
"Census Tract 4637, Los Angeles County, California",6037463700,463700,1688,1351,80.04,55.00,3.26,28.00,1.66,108.00,6.40,146.00,8.65
"Census Tract 4638, Los Angeles County, California",6037463800,463800,2056,1779,86.53,33.00,1.61,0.00,0.00,27.00,1.31,199.00,9.68
"Census Tract 4639, Los Angeles County, California",6037463900,463900,1561,1244,79.69,97.00,6.21,41.00,2.63,13.00,0.83,136.00,8.71
"Census Tract 4640, Los Angeles County, California",6037464000,464000,2937,2254,76.74,117.00,3.98,43.00,1.46,119.00,4.05,352.00,11.99
"Census Tract 4641, Los Angeles County, California",6037464100,464100,2711,2281,84.14,47.00,1.73,0.00,0.00,17.00,0.63,366.00,13.50
"Census Tract 4642, Los Angeles County, California",6037464200,464200,2414,2137,88.53,52.00,2.15,0.00,0.00,25.00,1.04,182.00,7.54
"Census Tract 4800.02, Los Angeles County, California",6037480002,480002,1675,1578,94.21,52.00,3.10,0.00,0.00,0.00,0.00,38.00,2.27
"Census Tract 4800.11, Los Angeles County, California",6037480011,480011,2495,2236,89.62,94.00,3.77,20.00,0.80,22.00,0.88,93.00,3.73
"Census Tract 4800.12, Los Angeles County, California",6037480012,480012,2456,2175,88.56,128.00,5.21,0.00,0.00,0.00,0.00,142.00,5.78
"Census Tract 4801.01, Los Angeles County, California",6037480101,480101,1895,1686,88.97,83.00,4.38,9.00,0.47,36.00,1.90,69.00,3.64
"Census Tract 4801.02, Los Angeles County, California",6037480102,480102,2250,2150,95.56,10.00,0.44,0.00,0.00,20.00,0.89,56.00,2.49
"Census Tract 4802.01, Los Angeles County, California",6037480201,480201,1679,1534,91.36,0.00,0.00,15.00,0.89,13.00,0.77,108.00,6.43
"Census Tract 4802.02, Los Angeles County, California",6037480202,480202,1236,1112,89.97,27.00,2.18,0.00,0.00,11.00,0.89,72.00,5.83
"Census Tract 4803.02, Los Angeles County, California",6037480302,480302,2222,2072,93.25,52.00,2.34,0.00,0.00,0.00,0.00,88.00,3.96
"Census Tract 4803.03, Los Angeles County, California",6037480303,480303,1945,1695,87.15,91.00,4.68,13.00,0.67,7.00,0.36,127.00,6.53
"Census Tract 4803.04, Los Angeles County, California",6037480304,480304,1931,1729,89.54,88.00,4.56,1.00,0.05,33.00,1.71,55.00,2.85
"Census Tract 4804, Los Angeles County, California",6037480400,480400,2775,2438,87.86,158.00,5.69,0.00,0.00,22.00,0.79,157.00,5.66
"Census Tract 4805, Los Angeles County, California",6037480500,480500,2686,2319,86.34,101.00,3.76,62.00,2.31,30.00,1.12,157.00,5.85
"Census Tract 4806, Los Angeles County, California",6037480600,480600,4114,3213,78.10,326.00,7.92,24.00,0.58,57.00,1.39,461.00,11.21
"Census Tract 4807.02, Los Angeles County, California",6037480702,480702,2026,1756,86.67,97.00,4.79,0.00,0.00,12.00,0.59,140.00,6.91
"Census Tract 4807.03, Los Angeles County, California",6037480703,480703,1833,1458,79.54,64.00,3.49,0.00,0.00,42.00,2.29,262.00,14.29
"Census Tract 4807.04, Los Angeles County, California",6037480704,480704,2442,2071,84.81,172.00,7.04,0.00,0.00,72.00,2.95,127.00,5.20
"Census Tract 4808.02, Los Angeles County, California",6037480802,480802,1555,1429,91.90,51.00,3.28,0.00,0.00,5.00,0.32,46.00,2.96
"Census Tract 4808.03, Los Angeles County, California",6037480803,480803,1866,1675,89.76,92.00,4.93,5.00,0.27,7.00,0.38,87.00,4.66
"Census Tract 4808.04, Los Angeles County, California",6037480804,480804,2537,2219,87.47,112.00,4.41,24.00,0.95,48.00,1.89,124.00,4.89
"Census Tract 4809.01, Los Angeles County, California",6037480901,480901,2301,1979,86.01,142.00,6.17,10.00,0.43,68.00,2.96,71.00,3.09
"Census Tract 4809.02, Los Angeles County, California",6037480902,480902,2224,1991,89.52,150.00,6.74,0.00,0.00,22.00,0.99,54.00,2.43
"Census Tract 4809.03, Los Angeles County, California",6037480903,480903,1378,1256,91.15,74.00,5.37,0.00,0.00,9.00,0.65,35.00,2.54
"Census Tract 4810.01, Los Angeles County, California",6037481001,481001,1807,1561,86.39,72.00,3.98,0.00,0.00,35.00,1.94,98.00,5.42
"Census Tract 4810.02, Los Angeles County, California",6037481002,481002,3123,3027,96.93,74.00,2.37,0.00,0.00,0.00,0.00,22.00,0.70
"Census Tract 4811.01, Los Angeles County, California",6037481101,481101,2144,1836,85.63,122.00,5.69,17.00,0.79,64.00,2.99,91.00,4.24
"Census Tract 4811.02, Los Angeles County, California",6037481102,481102,1967,1730,87.95,85.00,4.32,10.00,0.51,28.00,1.42,98.00,4.98
"Census Tract 4811.03, Los Angeles County, California",6037481103,481103,2448,2307,94.24,50.00,2.04,4.00,0.16,22.00,0.90,65.00,2.66
"Census Tract 4812.01, Los Angeles County, California",6037481201,481201,1757,1476,84.01,90.00,5.12,0.00,0.00,49.00,2.79,133.00,7.57
"Census Tract 4812.02, Los Angeles County, California",6037481202,481202,2717,2385,87.78,96.00,3.53,119.00,4.38,30.00,1.10,87.00,3.20
"Census Tract 4813, Los Angeles County, California",6037481300,481300,1580,1440,91.14,50.00,3.16,0.00,0.00,13.00,0.82,67.00,4.24
"Census Tract 4814.01, Los Angeles County, California",6037481401,481401,3167,2635,83.20,163.00,5.15,16.00,0.51,204.00,6.44,128.00,4.04
"Census Tract 4814.02, Los Angeles County, California",6037481402,481402,3081,2682,87.05,112.00,3.64,0.00,0.00,144.00,4.67,105.00,3.41
"Census Tract 4815, Los Angeles County, California",6037481500,481500,1556,1336,85.86,38.00,2.44,0.00,0.00,29.00,1.86,100.00,6.43
"Census Tract 4816.03, Los Angeles County, California",6037481603,481603,1977,1692,85.58,81.00,4.10,14.00,0.71,19.00,0.96,98.00,4.96
"Census Tract 4816.04, Los Angeles County, California",6037481604,481604,2179,1883,86.42,108.00,4.96,0.00,0.00,63.00,2.89,64.00,2.94
"Census Tract 4816.05, Los Angeles County, California",6037481605,481605,1304,1195,91.64,21.00,1.61,0.00,0.00,30.00,2.30,58.00,4.45
"Census Tract 4816.06, Los Angeles County, California",6037481606,481606,2190,1982,90.50,47.00,2.15,8.00,0.37,25.00,1.14,113.00,5.16
"Census Tract 4817.11, Los Angeles County, California",6037481711,481711,2015,1670,82.88,153.00,7.59,20.00,0.99,65.00,3.23,82.00,4.07
"Census Tract 4817.12, Los Angeles County, California",6037481712,481712,2802,2597,92.68,51.00,1.82,9.00,0.32,24.00,0.86,115.00,4.10
"Census Tract 4817.13, Los Angeles County, California",6037481713,481713,1339,1144,85.44,115.00,8.59,0.00,0.00,16.00,1.19,64.00,4.78
"Census Tract 4817.14, Los Angeles County, California",6037481714,481714,1093,920,84.17,42.00,3.84,0.00,0.00,44.00,4.03,78.00,7.14
"Census Tract 4818, Los Angeles County, California",6037481800,481800,1145,1023,89.34,30.00,2.62,0.00,0.00,12.00,1.05,70.00,6.11
"Census Tract 4819.01, Los Angeles County, California",6037481901,481901,2970,2798,94.21,98.00,3.30,0.00,0.00,6.00,0.20,59.00,1.99
"Census Tract 4819.02, Los Angeles County, California",6037481902,481902,1591,1512,95.03,20.00,1.26,0.00,0.00,13.00,0.82,36.00,2.26
"Census Tract 4820.01, Los Angeles County, California",6037482001,482001,1082,1010,93.35,11.00,1.02,3.00,0.28,0.00,0.00,49.00,4.53
"Census Tract 4820.02, Los Angeles County, California",6037482002,482002,3013,2926,97.11,47.00,1.56,0.00,0.00,0.00,0.00,40.00,1.33
"Census Tract 4821.01, Los Angeles County, California",6037482101,482101,2181,2016,92.43,62.00,2.84,0.00,0.00,14.00,0.64,89.00,4.08
"Census Tract 4821.02, Los Angeles County, California",6037482102,482102,1351,1207,89.34,61.00,4.52,6.00,0.44,12.00,0.89,65.00,4.81
"Census Tract 4822.01, Los Angeles County, California",6037482201,482201,1591,1223,76.87,121.00,7.61,0.00,0.00,45.00,2.83,176.00,11.06
"Census Tract 4822.02, Los Angeles County, California",6037482202,482202,2346,2105,89.73,61.00,2.60,0.00,0.00,19.00,0.81,161.00,6.86
"Census Tract 4823.01, Los Angeles County, California",6037482301,482301,2409,2219,92.11,88.00,3.65,14.00,0.58,13.00,0.54,75.00,3.11
"Census Tract 4823.03, Los Angeles County, California",6037482303,482303,2405,2154,89.56,48.00,2.00,0.00,0.00,13.00,0.54,182.00,7.57
"Census Tract 4823.04, Los Angeles County, California",6037482304,482304,1661,1376,82.84,102.00,6.14,12.00,0.72,49.00,2.95,98.00,5.90
"Census Tract 4824.01, Los Angeles County, California",6037482401,482401,1811,1569,86.64,23.00,1.27,21.00,1.16,47.00,2.60,145.00,8.01
"Census Tract 4824.02, Los Angeles County, California",6037482402,482402,3643,3122,85.70,110.00,3.02,22.00,0.60,112.00,3.07,238.00,6.53
"Census Tract 4825.02, Los Angeles County, California",6037482502,482502,1172,1083,92.41,20.00,1.71,0.00,0.00,11.00,0.94,35.00,2.99
"Census Tract 4825.03, Los Angeles County, California",6037482503,482503,1821,1596,87.64,41.00,2.25,13.00,0.71,27.00,1.48,111.00,6.10
"Census Tract 4825.21, Los Angeles County, California",6037482521,482521,2266,2052,90.56,60.00,2.65,0.00,0.00,22.00,0.97,94.00,4.15
"Census Tract 4825.22, Los Angeles County, California",6037482522,482522,2271,2085,91.81,107.00,4.71,3.00,0.13,14.00,0.62,55.00,2.42
"Census Tract 4826, Los Angeles County, California",6037482600,482600,2674,2441,91.29,19.00,0.71,0.00,0.00,62.00,2.32,141.00,5.27
"Census Tract 4827.01, Los Angeles County, California",6037482701,482701,2220,1970,88.74,113.00,5.09,0.00,0.00,11.00,0.50,126.00,5.68
"Census Tract 4827.02, Los Angeles County, California",6037482702,482702,1015,957,94.29,17.00,1.67,0.00,0.00,0.00,0.00,41.00,4.04
"Census Tract 4828, Los Angeles County, California",6037482800,482800,1702,1572,92.36,48.00,2.82,0.00,0.00,11.00,0.65,53.00,3.11
"Census Tract 5001, Los Angeles County, California",6037500100,500100,1690,1540,91.12,13.00,0.77,0.00,0.00,0.00,0.00,115.00,6.80
"Census Tract 5002.01, Los Angeles County, California",6037500201,500201,2840,2609,91.87,46.00,1.62,15.00,0.53,28.00,0.99,100.00,3.52
"Census Tract 5002.02, Los Angeles County, California",6037500202,500202,2218,1975,89.04,49.00,2.21,25.00,1.13,0.00,0.00,169.00,7.62
"Census Tract 5003, Los Angeles County, California",6037500300,500300,1720,1545,89.83,0.00,0.00,0.00,0.00,0.00,0.00,175.00,10.17
"Census Tract 5004.02, Los Angeles County, California",6037500402,500402,2100,1750,83.33,87.00,4.14,0.00,0.00,162.00,7.71,67.00,3.19
"Census Tract 5004.03, Los Angeles County, California",6037500403,500403,1639,1504,91.76,27.00,1.65,43.00,2.62,1.00,0.06,51.00,3.11
"Census Tract 5004.04, Los Angeles County, California",6037500404,500404,2325,2178,93.68,100.00,4.30,0.00,0.00,0.00,0.00,18.00,0.77
"Census Tract 5005, Los Angeles County, California",6037500500,500500,1175,1077,91.66,37.00,3.15,5.00,0.43,15.00,1.28,21.00,1.79
"Census Tract 5006, Los Angeles County, California",6037500600,500600,2528,2159,85.40,226.00,8.94,0.00,0.00,69.00,2.73,18.00,0.71
"Census Tract 5007, Los Angeles County, California",6037500700,500700,2817,2578,91.52,66.00,2.34,53.00,1.88,50.00,1.77,39.00,1.38
"Census Tract 5008, Los Angeles County, California",6037500800,500800,2428,2243,92.38,107.00,4.41,5.00,0.21,27.00,1.11,16.00,0.66
"Census Tract 5009, Los Angeles County, California",6037500900,500900,2549,2342,91.88,84.00,3.30,6.00,0.24,42.00,1.65,56.00,2.20
"Census Tract 5010.01, Los Angeles County, California",6037501001,501001,1336,1203,90.04,36.00,2.69,10.00,0.75,19.00,1.42,58.00,4.34
"Census Tract 5010.02, Los Angeles County, California",6037501002,501002,2339,2159,92.30,70.00,2.99,0.00,0.00,28.00,1.20,45.00,1.92
"Census Tract 5012, Los Angeles County, California",6037501200,501200,2412,2183,90.51,98.00,4.06,0.00,0.00,33.00,1.37,98.00,4.06
"Census Tract 5013, Los Angeles County, California",6037501300,501300,3644,3329,91.36,119.00,3.27,0.00,0.00,13.00,0.36,140.00,3.84
"Census Tract 5014, Los Angeles County, California",6037501400,501400,1988,1729,86.97,86.00,4.33,0.00,0.00,68.00,3.42,54.00,2.72
"Census Tract 5015.01, Los Angeles County, California",6037501501,501501,1154,1071,92.81,9.00,0.78,0.00,0.00,0.00,0.00,62.00,5.37
"Census Tract 5015.03, Los Angeles County, California",6037501503,501503,2525,2208,87.45,29.00,1.15,15.00,0.59,43.00,1.70,166.00,6.57
"Census Tract 5015.04, Los Angeles County, California",6037501504,501504,1576,1429,90.67,47.00,2.98,0.00,0.00,25.00,1.59,44.00,2.79
"Census Tract 5016, Los Angeles County, California",6037501600,501600,3378,2823,83.57,134.00,3.97,6.00,0.18,213.00,6.31,154.00,4.56
"Census Tract 5017, Los Angeles County, California",6037501700,501700,1637,1519,92.79,21.00,1.28,0.00,0.00,20.00,1.22,77.00,4.70
"Census Tract 5018.02, Los Angeles County, California",6037501802,501802,1753,1579,90.07,54.00,3.08,0.00,0.00,39.00,2.22,45.00,2.57
"Census Tract 5018.03, Los Angeles County, California",6037501803,501803,1942,1576,81.15,180.00,9.27,7.00,0.36,68.00,3.50,72.00,3.71
"Census Tract 5018.04, Los Angeles County, California",6037501804,501804,779,734,94.22,33.00,4.24,5.00,0.64,7.00,0.90,0.00,0.00
"Census Tract 5019, Los Angeles County, California",6037501900,501900,2161,2036,94.22,35.00,1.62,0.00,0.00,0.00,0.00,64.00,2.96
"Census Tract 5020.03, Los Angeles County, California",6037502003,502003,1282,1127,87.91,35.00,2.73,0.00,0.00,85.00,6.63,12.00,0.94
